Cat,NGC/IC,RAJ2000,DEJ2000,N,Note,qPos
I,1917,50.5546249999999930,-53.1781944444444371,1, ,c
I,1917,50.5594583333333263,-53.1864999999999926,1, ,c
I,1917,50.5527083333333263,-53.1885277777777704,1, ,c
I,1917,50.5512916666666596,-53.1849722222222148,1, ,c
I,1917,50.5569999999999930,-53.1814444444444371,1, ,c
I,1917,50.5524999999999930,-53.1858333333333259,1, ,d
N,1917,79.7541666666666556,-68.9983333333333238,2, ,e
I,1918,51.5745916666666595,4.5408777777777771,3, ,b
N,1918,79.7791666666666556,-69.6616666666666570,1, ,e
N,1918,79.8166666666666556,-69.6533333333333237,1, ,e
N,1919,80.0595833333333222,-66.8799999999999907,3,*,d
I,1919,51.5087499999999928,-32.8947222222222177,3, ,d
N,1919,80.0795833333333222,-66.8911111111111018,1,*,d
N,1920,80.1360833333333222,-66.7788333333333241,3,*,c
I,1920,51.1011249999999929,-52.7129999999999927,1,*,c
I,1920,50.9999999999999929,-52.7238888888888816,1,*,d
I,1921,51.1832083333333262,-50.6899166666666596,1,*,c
I,1921,51.1749999999999929,-50.6983333333333263,1,*,e
N,1921,79.8374999999999889,-69.7883333333333236,2, ,e
I,1922,51.1790833333333262,-50.7402222222222152,3, ,c
N,1922,79.9499999999999889,-69.4483333333333237,1, ,e
N,1922,79.9583333333333222,-69.5033333333333237,1, ,e
I,1923,51.2157499999999929,-50.5556944444444374,1,*,c
I,1923,51.2204583333333262,-50.5555555555555485,1,*,c
I,1923,51.2183333333333262,-50.5555555555555485,1,*,d
N,1923,80.3874999999999888,-65.4883333333333242,2, ,e
N,1924,82.0083458333333219,-5.3106972222222215,2, ,b
I,1924,51.2814583333333262,-51.7028611111111039,3, ,c
I,1925,51.3569583333333262,-51.2670555555555484,3,*,c
I,1925,51.3124999999999929,-51.2649999999999929,1,*,e
N,1925,80.3624999999999888,-65.8133333333333242,1, ,e
N,1925,80.4291666666666555,-65.7933333333333242,1, ,e
I,1926,51.3284166666666595,-51.7009166666666595,3, ,c
N,1926,80.1416666666666555,-69.5266666666666570,2, ,e
I,1927,51.3298333333333262,-51.7196388888888817,1,*,c
I,1927,51.3342916666666595,-51.7195277777777706,1,*,c
I,1927,51.3324999999999929,-51.7194444444444373,2,*,d
N,1927,82.1749999999999886,-8.3766666666666655,1,*,e
I,1927,51.2999999999999929,-51.7316666666666595,1,*,e
I,1928,51.8708333333333261,-21.5591666666666637,4, ,d
N,1928,80.2374999999999889,-69.4783333333333237,2, ,e
I,1929,51.3569583333333262,-51.2670555555555484,3,*,c
N,1929,80.4041666666666555,-67.9133333333333239,2, ,e
I,1930,52.1920833333333261,4.3830555555555549,1, ,d
N,1930,81.4854166666666553,-46.7286111111111046,3, ,d
I,1931,52.2395833333333261,1.7497222222222220,3, ,d
N,1931,82.8541666666666552,34.2449999999999952,1, ,e
N,1932,80.5719166666666555,-66.1543611111111019,1,*,c
I,1932,51.4753749999999929,-51.3429444444444373,3, ,c
N,1933,80.6140416666666555,-66.1524999999999908,2,*,c
I,1933,51.4164583333333262,-52.7848333333333260,3, ,c
I,1934,52.8079166666666593,42.7919444444444385,1, ,d
N,1934,80.4708333333333222,-67.9149999999999906,1, ,e
N,1934,80.4458333333333222,-67.9366666666666572,1, ,e
N,1935,80.4954999999999888,-67.9577499999999906,2,*,c
I,1935,51.5557916666666595,-50.0101111111111042,3, ,c
I,1936,51.6166666666666595,-51.3232499999999929,3, ,c
N,1936,80.5595416666666555,-67.9761388888888794,2,*,c
I,1937,51.6966666666666595,-48.7030555555555488,2, ,d
N,1937,80.5958333333333221,-67.9016666666666572,1, ,e
N,1937,80.6208333333333221,-67.8949999999999906,1, ,e
I,1938,51.7940833333333261,-53.0101666666666593,3, ,c
N,1938,80.3495833333333222,-69.9405555555555458,2,*,d
N,1938,80.3541666666666555,-69.9483333333333236,1,*,e
I,1939,51.8238749999999928,-51.0503333333333262,1,*,c
N,1939,80.3594999999999888,-69.9499999999999903,2,*,c
I,1939,51.8263749999999928,-51.0495833333333262,1,*,c
I,1939,51.8249999999999928,-51.0497222222222151,1,*,d
I,1939,51.9333333333333261,-51.0716666666666596,1,*,e
I,1940,51.9252916666666595,-52.1394999999999928,3, ,c
N,1940,80.6833333333333221,-67.1866666666666573,2, ,e
I,1941,53.0643333333333260,24.3900833333333299,1,*,c
I,1941,53.0610833333333260,24.3843888888888855,1,*,c
I,1941,53.0608333333333260,24.3765833333333299,1,*,c
I,1941,53.0620833333333260,24.3836111111111077,1,*,d
N,1941,80.7749999999999888,-66.3799999999999908,2, ,e
I,1942,51.9734166666666594,-52.6774722222222149,1,*,c
I,1942,51.9740833333333261,-52.6755555555555482,1,*,c
I,1942,51.9745833333333261,-52.6758333333333260,2,*,d
N,1942,81.1833333333333221,-63.9416666666666578,1, ,e
I,1943,54.6870833333333257,-44.1002777777777717,2,*,d
N,1943,80.6166666666666555,-70.1533333333333236,2, ,e
I,1943,52.4333333333333261,-44.1083333333333272,1,*,e
I,1944,52.4162499999999927,-47.9963888888888822,2, ,d
N,1944,80.4833333333333222,-72.4949999999999899,2, ,e
I,1945,52.3184583333333261,-52.6272777777777705,3, ,c
N,1945,81.2249999999999887,-66.4533333333333241,2, ,e
I,1946,52.3472083333333261,-52.6241388888888816,1, ,c
I,1946,52.3424166666666594,-52.6194166666666594,3, ,c
N,1946,81.3124999999999887,-66.3949999999999908,2, ,e
I,1947,52.6361666666666594,-50.3383333333333263,3, ,c
N,1947,81.6973333333333220,-63.7609722222222134,5, ,c
I,1948,52.7079166666666593,-47.9641666666666600,2, ,d
N,1948,81.4374999999999887,-66.2666666666666575,2, ,e
I,1949,52.7199999999999927,-47.9794444444444378,2, ,d
N,1949,81.2749999999999887,-68.4716666666666572,2, ,e
I,1950,52.7682083333333260,-50.4328611111111041,4, ,c
N,1950,81.1333333333333221,-69.8999999999999903,2, ,e
I,1951,52.7351666666666593,-53.1266111111111037,3, ,c
N,1951,81.5249999999999887,-66.5966666666666574,2, ,e
N,1952,83.6332166666666551,22.0144666666666636,3,*,b
I,1952,53.3599999999999926,-23.7127777777777745,2, ,d
I,1953,53.4241666666666592,-21.4783333333333304,3, ,d
N,1953,81.3624999999999887,-68.8366666666666571,2, ,e
N,1954,83.2011374999999884,-14.0628416666666647,4, ,b
I,1954,52.8807916666666593,-51.9045555555555483,3, ,c
I,1955,52.8533333333333260,-57.2416666666666587,2, ,d
N,1955,81.5416666666666553,-67.4983333333333240,2, ,e
I,1956,53.8884166666666592,5.0667222222222215,2, ,c
N,1956,79.8954166666666556,-77.7302777777777670,2, ,d
N,1957,83.2294958333333218,-14.1330722222222203,4, ,b
I,1957,53.0554166666666593,-52.4569444444444372,3, ,c
I,1958,53.1935416666666593,-51.4412499999999929,3, ,c
N,1958,81.3749999999999887,-69.8366666666666570,2, ,e
I,1959,53.3006249999999926,-50.4129166666666597,3, ,c
N,1959,81.3958333333333220,-69.9266666666666570,2, ,e
I,1960,53.1383333333333260,-57.2072222222222143,2, ,d
N,1960,84.0749999999999883,34.1399999999999953,2, ,e
N,1961,85.5191666666666548,69.3787222222222126,9, ,c
I,1961,53.3862499999999926,-48.9511111111111043,2, ,d
I,1962,53.9062499999999925,-21.2919444444444415,2, ,d
N,1962,81.5791666666666553,-68.8366666666666571,2, ,e
I,1963,53.8790416666666592,-34.4465833333333285,6,*,c
N,1963,83.0666666666666551,-36.3983333333333283,1,*,e
N,1964,83.3405833333333218,-21.9461944444444414,5, ,c
I,1964,53.3722083333333259,-53.1731666666666593,3, ,c
N,1965,81.6204166666666553,-68.8061111111111016,2, ,d
I,1965,53.2945833333333259,-56.5536111111111033,2, ,d
I,1966,53.5140416666666592,-51.3223055555555484,3, ,c
N,1966,81.6874999999999887,-68.8149999999999904,2, ,e
I,1967,54.4486666666666591,3.2702777777777773,4, ,c
N,1967,81.6791666666666553,-69.0999999999999904,2, ,e
I,1968,53.6577499999999925,-50.6511944444444374,3, ,c
N,1968,81.8499999999999886,-67.4633333333333240,2, ,e
I,1969,54.0587499999999925,-45.1791666666666604,2, ,d
N,1969,81.6291666666666553,-69.8399999999999903,2, ,e
I,1970,54.1308333333333258,-43.9572222222222161,2, ,d
N,1970,81.7208333333333220,-68.8349999999999904,2, ,e
I,1971,53.9897916666666592,-52.6506111111111038,3,*,c
N,1971,81.6833333333333220,-69.8499999999999903,2, ,e
I,1972,54.0887916666666592,-51.9678055555555483,3, ,c
N,1972,81.6958333333333220,-69.8383333333333236,2, ,e
I,1973,54.0877916666666592,-51.9942222222222150,3, ,c
N,1973,83.7700416666666550,-4.7318611111111105,3, ,c
I,1974,54.1756249999999925,-49.5505833333333265,3, ,c
N,1974,81.9874999999999886,-67.4233333333333240,2, ,e
I,1975,54.7646624999999924,-15.5001472222222201,2, ,b
N,1975,83.8242499999999884,-4.6853888888888882,1, ,c
N,1975,83.8268749999999884,-4.6824166666666660,1, ,c
N,1975,83.8254166666666550,-4.6847222222222216,2, ,d
N,1976,83.8181666666666550,-5.3902222222222215,3,*,c
I,1976,54.2866666666666591,-47.4380555555555490,2, ,d
I,1977,55.1879583333333257,17.7406388888888864,4, ,c
N,1977,83.8166666666666550,-4.8208333333333327,3, ,d
N,1978,82.1882499999999886,-66.2368888888888797,4, ,c
I,1978,54.2732499999999925,-50.1512777777777708,3, ,c
N,1979,83.5044999999999884,-23.3098333333333301,3, ,c
I,1979,54.1936249999999925,-57.9423333333333253,1,*,c
I,1979,54.1913333333333258,-57.9465833333333253,1,*,c
I,1979,54.1929166666666591,-57.9444444444444364,1,*,d
N,1980,83.8530208333333217,-5.9150666666666658,5, ,b
I,1980,54.2456249999999925,-57.9736944444444364,3,*,c
I,1981,55.1212499999999923,-26.8616666666666629,2,*,d
N,1981,83.7874999999999884,-4.4316666666666661,3, ,e
N,1982,83.8805833333333217,-5.2674999999999993,2,*,c
I,1982,54.4266666666666591,-57.7761111111111031,2, ,d
I,1983,55.2370833333333257,-22.5638888888888858,3,*,d
N,1983,81.9333333333333220,-68.9833333333333238,2, ,e
I,1984,54.9583333333333257,-47.0752777777777712,2, ,d
N,1984,81.9166666666666553,-69.1333333333333237,2, ,e
N,1985,84.4492083333333216,31.9888333333333289,1,*,c
I,1985,56.1424999999999922,32.1627777777777733,1,*,d
I,1986,55.1466666666666590,-45.3555555555555493,2, ,d
N,1986,81.9083333333333220,-69.9699999999999903,2, ,e
I,1987,55.0401249999999924,-55.0549722222222146,2, ,c
I,1987,55.0479583333333257,-55.0578055555555479,3, ,c
I,1987,55.0507916666666590,-55.0563888888888812,2, ,c
I,1987,55.0500416666666590,-55.0535833333333257,2, ,c
N,1987,81.8166666666666553,-70.7366666666666568,2, ,e
I,1988,55.5475416666666590,-29.8938055555555514,6,*,c
N,1988,84.3603749999999883,21.2182499999999971,1,*,c
I,1988,55.6874999999999923,-39.8866666666666611,1,*,e
I,1989,55.4774166666666590,-50.9579444444444374,3, ,c
N,1989,83.5970833333333217,-30.8008333333333291,2, ,d
N,1990,84.0532874999999883,-1.2019305555555554,3,*,b
I,1990,56.8041666666666588,24.3333333333333300,1, ,e
I,1991,56.1944166666666589,-51.5238888888888817,3, ,c
N,1991,81.9874999999999886,-67.4233333333333240,2, ,e
I,1992,56.2894583333333255,-50.9988333333333263,1,*,c
N,1992,83.6329166666666551,-30.8966666666666624,2, ,d
I,1992,56.2833333333333255,-51.0049999999999929,1,*,e
N,1993,83.8558333333333217,-17.8152777777777753,3, ,d
I,1993,56.7704166666666588,-33.7099999999999953,3, ,d
I,1994,56.4795416666666588,-51.6436944444444373,3, ,c
N,1994,82.0916666666666553,-69.1416666666666571,2, ,e
N,1995,83.2637499999999884,-48.6749999999999932,1,*,d
I,1995,57.5749999999999920,25.5799999999999964,1, ,e
I,1996,56.2726666666666589,-57.3198888888888809,1, ,c
I,1996,56.2826666666666588,-57.3248333333333254,2, ,c
N,1996,84.5424999999999883,25.8172222222222186,3,*,d
I,1997,56.2154166666666589,-59.1377777777777696,2, ,d
N,1997,82.6416666666666552,-63.2033333333333246,1, ,e
I,1998,57.8804249999999920,1.1898694444444443,1, ,b
N,1998,83.3145833333333218,-48.6956388888888821,3,*,c
N,1999,84.1055833333333217,-6.7158611111111102,1, ,c
I,1999,56.9283333333333254,-56.9522222222222143,2, ,d
I,2000,57.2812499999999920,-48.8586111111111043,2, ,d
N,2000,81.8749999999999886,-71.8816666666666567,2, ,e
I,2001,57.7177083333333253,-48.5994166666666599,1,*,c
I,2001,57.7136249999999920,-48.5996111111111044,1,*,c
I,2001,57.7154166666666587,-48.5997222222222155,2,*,d
N,2001,82.2583333333333219,-68.7716666666666571,2, ,e
I,2002,58.6264166666666585,10.7066111111111096,3,*,c
N,2002,82.5833333333333219,-66.8833333333333240,2, ,e
I,2003,59.0914624999999918,33.8750888888888842,4, ,b
N,2003,82.7249999999999885,-66.4666666666666574,2, ,e
I,2004,57.9395833333333253,-49.4194444444444376,2, ,d
N,2004,82.6666666666666552,-67.2883333333333240,2, ,e
I,2005,59.4145833333333251,36.7869722222222171,2, ,c
N,2005,82.5374999999999885,-69.7499999999999903,2, ,e
I,2006,58.6179166666666585,-35.9672222222222172,3, ,d
N,2006,82.8291666666666552,-66.9733333333333240,2, ,e
I,2007,58.8440833333333252,-28.1588333333333294,4,*,c
N,2007,83.7458333333333217,-50.9216666666666596,3, ,d
I,2008,58.8440833333333252,-28.1588333333333294,4,*,c
N,2008,83.7658333333333217,-50.9666666666666596,2, ,d
I,2009,58.3958333333333252,-48.9891666666666599,2, ,d
N,2009,82.7458333333333218,-69.1799999999999904,2, ,e
I,2010,57.9933333333333253,-59.9297222222222139,2, ,d
N,2010,82.6458333333333219,-70.8183333333333235,2, ,e
I,2011,58.1156249999999919,-57.4681944444444365,1,*,c
I,2011,58.1107083333333253,-57.4685277777777698,1,*,c
I,2011,58.1137499999999919,-57.4683333333333254,2,*,d
N,2011,83.0791666666666551,-67.5233333333333240,2, ,e
N,2012,80.6458333333333221,-79.8516666666666556,3, ,d
I,2012,58.2304166666666586,-58.6502777777777696,2, ,d
N,2013,86.0041666666666547,55.7933333333333256,1, ,e
I,2013,59.1833333333333251,-17.1099999999999976,1,*,e
I,2014,58.8399999999999918,-56.7461111111111032,2, ,d
N,2014,83.0791666666666551,-67.6883333333333239,2, ,e
I,2015,59.5483333333333251,-40.3894444444444388,2, ,d
N,2015,82.9916666666666551,-69.2433333333333237,1, ,e
N,2015,83.0249999999999885,-69.2433333333333237,1, ,e
I,2016,60.4995833333333249,20.2397222222222194,2, ,d
N,2016,82.9083333333333218,-69.9466666666666570,2, ,e
N,2017,84.8162499999999882,-17.8494444444444420,3, ,d
I,2017,59.1629166666666584,-59.3947222222222140,2, ,d
N,2018,82.8379166666666552,-71.0697222222222124,2, ,d
I,2018,59.4754166666666584,-52.7808333333333260,2, ,d
I,2019,60.4737499999999916,5.6388888888888881,3,*,d
I,2019,60.4695833333333249,5.6352777777777770,1,*,d
N,2019,82.9833333333333218,-70.1599999999999903,2, ,e
I,2020,59.7208333333333250,-54.0586111111111036,2, ,d
N,2020,83.2958333333333218,-67.7149999999999906,2, ,e
I,2021,59.8495833333333250,-52.6563888888888816,2, ,d
N,2021,83.3749999999999884,-67.4533333333333240,2, ,e
I,2022,59.6676249999999917,-59.0446666666666585,3, ,c
N,2022,85.5259166666666548,9.0869166666666654,4, ,c
N,2023,85.4098333333333215,-2.2591111111111108,2, ,c
I,2023,59.9199999999999917,-52.6808333333333260,2, ,d
I,2024,60.0162499999999917,-53.3727777777777704,2, ,d
N,2024,85.4249999999999881,-1.8566666666666664,1, ,e
I,2025,60.0966666666666583,-53.0652777777777704,2, ,d
N,2025,83.1374999999999885,-71.7166666666666567,2, ,e
I,2026,60.9801708333333249,-11.1788305555555540,4,*,b
I,2026,60.9604166666666582,-11.1807222222222207,1,*,c
N,2026,85.7999999999999881,20.1333333333333305,1, ,f
I,2027,61.6650416666666581,37.1156111111111060,4, ,c
N,2027,83.7499999999999884,-66.9166666666666574,2, ,e
I,2028,60.3262499999999916,-52.7077777777777705,2, ,d
N,2028,83.4541666666666551,-69.9516666666666570,2, ,e
I,2029,60.3249999999999916,-52.8011111111111038,2, ,d
N,2029,83.9083333333333217,-66.0333333333333242,2, ,e
N,2030,83.7520833333333217,-67.5549999999999906,3, ,d
I,2030,61.2333333333333248,-19.2316666666666640,1,*,e
I,2031,61.5608749999999914,-5.6518611111111103,1,*,c
N,2031,83.4208333333333217,-70.9866666666666568,2, ,e
I,2032,61.7637499999999914,-55.3244444444444368,2, ,d
N,2032,83.8329166666666550,-67.5769444444444351,2, ,d
N,2032,83.8333333333333217,-67.5683333333333239,1, ,e
N,2033,83.6279166666666551,-69.7799999999999903,1, ,d
I,2033,61.8104166666666581,-53.6819444444444370,2, ,d
I,2034,61.6529166666666581,-57.9619444444444364,2, ,d
N,2034,83.9291666666666550,-66.8966666666666574,1, ,e
N,2034,83.8833333333333217,-66.9033333333333240,1, ,e
I,2035,62.2566666666666580,-45.5174999999999937,2, ,d
N,2035,83.8808333333333217,-67.5841666666666573,3, ,d
I,2036,62.4804166666666580,-39.6886111111111056,2, ,d
N,2036,83.6291666666666551,-70.0666666666666569,2, ,e
I,2037,62.0804166666666580,-58.7511111111111030,3, ,d
N,2037,83.7499999999999884,-69.7316666666666570,2, ,e
I,2038,62.2254166666666580,-55.9938888888888811,3, ,d
N,2038,83.6708333333333217,-70.5616666666666569,2, ,e
I,2039,62.2595833333333247,-56.0122222222222144,2, ,d
N,2039,85.9999999999999881,8.6916666666666655,1,*,e
N,2040,84.0254166666666550,-67.5669444444444351,3, ,d
I,2040,63.2479166666666579,-32.5530555555555510,3, ,d
I,2041,63.1444166666666579,-32.8173055555555510,3,*,c
N,2041,84.1166666666666550,-66.9899999999999907,2, ,e
I,2042,62.9300374999999913,-47.2711861111111045,3,*,b
N,2042,84.0399999999999883,-68.9233333333333238,1, ,d
N,2042,83.8999999999999883,-68.8566666666666571,1, ,e
N,2042,84.0666666666666550,-68.9266666666666571,1, ,e
N,2042,83.8999999999999883,-68.9733333333333238,1, ,e
I,2043,62.7908333333333246,-53.6866666666666592,2, ,d
N,2043,83.8499999999999884,-70.1216666666666569,1, ,e
N,2043,83.9958333333333217,-70.0749999999999903,2, ,e
I,2044,62.8087499999999913,-54.5330555555555480,2, ,d
N,2044,84.0258333333333217,-69.1986111111111015,1, ,d
N,2044,83.9999999999999883,-69.1966666666666571,1, ,e
I,2045,63.6502499999999912,-13.1751861111111093,3,*,b
N,2045,86.2555833333333214,12.8879999999999982,2,*,c
I,2046,62.8524999999999913,-54.6736111111111035,2, ,d
N,2046,83.9083333333333217,-70.2416666666666569,2, ,e
I,2047,63.7328041666666578,-13.1917249999999982,2,*,b
N,2047,83.9708333333333217,-70.1949999999999903,2, ,e
I,2048,63.1444166666666579,-32.8173055555555510,3,*,c
N,2048,83.9791666666666550,-69.6499999999999903,2, ,e
N,2049,85.8129166666666547,-30.0783333333333292,2, ,d
I,2049,63.0154166666666579,-58.5569444444444363,2, ,d
I,2050,63.4837499999999912,-53.4755555555555481,2, ,d
N,2050,84.1666666666666550,-69.3849999999999904,2, ,e
I,2051,58.0054166666666586,-83.8322222222222106,2, ,d
N,2051,84.0291666666666550,-71.0116666666666568,2, ,e
I,2052,63.7430416666666578,-54.3368888888888813,3, ,c
N,2052,84.2999999999999883,-69.7733333333333236,2, ,e
I,2053,63.9811666666666578,-49.3584999999999931,2,*,c
N,2053,84.4166666666666549,-67.4133333333333240,2, ,e
I,2054,61.8595833333333247,-78.2535277777777669,3, ,c
N,2054,86.3145833333333213,-10.0830555555555542,2,*,d
I,2055,64.4458333333333244,-48.9077777777777710,1,*,d
I,2055,64.4499999999999910,-48.9233333333333265,1,*,e
N,2055,84.2499999999999883,-69.4383333333333237,1, ,e
I,2056,64.1008333333333244,-60.2063888888888805,2, ,d
N,2056,84.1416666666666550,-70.6716666666666569,2, ,e
I,2057,65.4837499999999909,4.0472222222222217,2, ,d
N,2057,84.2291666666666550,-70.2699999999999902,2, ,e
I,2058,64.4770833333333244,-55.9333333333333256,3, ,d
N,2058,84.2249999999999883,-70.1633333333333236,2, ,e
I,2059,65.1091666666666576,-31.7247222222222178,2, ,d
N,2059,84.2499999999999883,-70.1299999999999903,2, ,e
I,2060,64.4737499999999910,-56.6166666666666588,3, ,d
N,2060,84.4458333333333216,-69.1716666666666571,2, ,e
N,2061,85.6745833333333214,-34.0044444444444397,2, ,d
I,2061,65.9999999999999908,21.0833333333333304,1,*,e
I,2062,68.0112499999999906,71.9202777777777678,1,*,d
N,2062,85.0124999999999882,-66.8749999999999907,2, ,e
I,2063,65.6677499999999909,-15.6611388888888867,2, ,c
N,2063,86.6791666666666546,8.7816666666666654,1,*,e
I,2064,65.8613624999999909,-15.6853861111111089,3, ,b
N,2064,86.5766249999999880,0.00594444444444444362,1,*,c
I,2065,65.3666666666666576,-55.9330555555555478,2, ,d
N,2065,84.4041666666666549,-70.2366666666666569,2, ,e
I,2066,65.8845833333333242,-54.7336111111111035,2, ,d
N,2066,84.4249999999999883,-70.1666666666666569,2, ,e
I,2067,67.7126249999999906,35.4461666666666617,1,*,c
N,2067,86.6095833333333213,0.09499999999999998681,1,*,d
N,2067,86.6291666666666546,0.13166666666666664838,1,*,e
I,2068,66.6541666666666574,-42.0927777777777719,2, ,d
N,2068,86.6874999999999880,0.07999999999999998889,1,*,e
I,2069,66.4809583333333241,-48.2059444444444377,1,*,c
N,2069,84.6916666666666549,-68.9749999999999904,1, ,e
I,2069,66.4833333333333241,-48.2083333333333266,1,*,e
N,2069,84.6666666666666549,-69.0049999999999904,1, ,e
N,2070,84.6768791666666549,-69.1009055555555460,4, ,b
I,2070,66.1466666666666575,-57.9808333333333253,2, ,d
N,2071,86.7802499999999879,0.29424999999999995913,1, ,c
I,2071,66.5587499999999908,-53.1508333333333260,2, ,d
I,2072,66.7901249999999907,-48.4064444444444377,1,*,c
